GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72018sex0_age9,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 9
est72018sex1_age9,Population Estimate (as of July 1) - 2018 - Male; Total - 9
est72018sex2_age9,Population Estimate (as of July 1) - 2018 - Female; Total - 9
cen42010sex0_age10,"April 1, 2010 - Census - Both Sexes; Total - 10"
cen42010sex1_age10,"April 1, 2010 - Census - Male; Total - 10"
cen42010sex2_age10,"April 1, 2010 - Census - Female; Total - 10"
est42010sex0_age10,"April 1, 2010 - Estimates Base - Both Sexes; Total - 10"
est42010sex1_age10,"April 1, 2010 - Estimates Base - Male; Total - 10"
est42010sex2_age10,"April 1, 2010 - Estimates Base - Female; Total - 10"
est72010sex0_age10,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 10
est72010sex1_age10,Population Estimate (as of July 1) - 2010 - Male; Total - 10
est72010sex2_age10,Population Estimate (as of July 1) - 2010 - Female; Total - 10
est72011sex0_age10,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 10
est72011sex1_age10,Population Estimate (as of July 1) - 2011 - Male; Total - 10
est72011sex2_age10,Population Estimate (as of July 1) - 2011 - Female; Total - 10
est72012sex0_age10,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 10
est72012sex1_age10,Population Estimate (as of July 1) - 2012 - Male; Total - 10
est72012sex2_age10,Population Estimate (as of July 1) - 2012 - Female; Total - 10
est72013sex0_age10,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 10
est72013sex1_age10,Population Estimate (as of July 1) - 2013 - Male; Total - 10
est72013sex2_age10,Population Estimate (as of July 1) - 2013 - Female; Total - 10
est72014sex0_age10,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 10
est72014sex1_age10,Population Estimate (as of July 1) - 2014 - Male; Total - 10
est72014sex2_age10,Population Estimate (as of July 1) - 2014 - Female; Total - 10
est72015sex0_age10,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 10
est72015sex1_age10,Population Estimate (as of July 1) - 2015 - Male; Total - 10
est72015sex2_age10,Population Estimate (as of July 1) - 2015 - Female; Total - 10
est72016sex0_age10,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 10
est72016sex1_age10,Population Estimate (as of July 1) - 2016 - Male; Total - 10
est72016sex2_age10,Population Estimate (as of July 1) - 2016 - Female; Total - 10
est72017sex0_age10,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 10
est72017sex1_age10,Population Estimate (as of July 1) - 2017 - Male; Total - 10
est72017sex2_age10,Population Estimate (as of July 1) - 2017 - Female; Total - 10
est72018sex0_age10,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 10
est72018sex1_age10,Population Estimate (as of July 1) - 2018 - Male; Total - 10
est72018sex2_age10,Population Estimate (as of July 1) - 2018 - Female; Total - 10
cen42010sex0_age11,"April 1, 2010 - Census - Both Sexes; Total - 11"
cen42010sex1_age11,"April 1, 2010 - Census - Male; Total - 11"
cen42010sex2_age11,"April 1, 2010 - Census - Female; Total - 11"
est42010sex0_age11,"April 1, 2010 - Estimates Base - Both Sexes; Total - 11"
est42010sex1_age11,"April 1, 2010 - Estimates Base - Male; Total - 11"
est42010sex2_age11,"April 1, 2010 - Estimates Base - Female; Total - 11"
est72010sex0_age11,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 11
est72010sex1_age11,Population Estimate (as of July 1) - 2010 - Male; Total - 11
est72010sex2_age11,Population Estimate (as of July 1) - 2010 - Female; Total - 11
est72011sex0_age11,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 11
est72011sex1_age11,Population Estimate (as of July 1) - 2011 - Male; Total - 11
est72011sex2_age11,Population Estimate (as of July 1) - 2011 - Female; Total - 11
est72012sex0_age11,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 11
est72012sex1_age11,Population Estimate (as of July 1) - 2012 - Male; Total - 11
est72012sex2_age11,Population Estimate (as of July 1) - 2012 - Female; Total - 11
est72013sex0_age11,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 11
est72013sex1_age11,Population Estimate (as of July 1) - 2013 - Male; Total - 11
est72013sex2_age11,Population Estimate (as of July 1) - 2013 - Female; Total - 11
est72014sex0_age11,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 11
est72014sex1_age11,Population Estimate (as of July 1) - 2014 - Male; Total - 11
est72014sex2_age11,Population Estimate (as of July 1) - 2014 - Female; Total - 11
est72015sex0_age11,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 11
est72015sex1_age11,Population Estimate (as of July 1) - 2015 - Male; Total - 11
est72015sex2_age11,Population Estimate (as of July 1) - 2015 - Female; Total - 11
est72016sex0_age11,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 11
est72016sex1_age11,Population Estimate (as of July 1) - 2016 - Male; Total - 11
est72016sex2_age11,Population Estimate (as of July 1) - 2016 - Female; Total - 11
est72017sex0_age11,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 11
est72017sex1_age11,Population Estimate (as of July 1) - 2017 - Male; Total - 11
est72017sex2_age11,Population Estimate (as of July 1) - 2017 - Female; Total - 11
est72018sex0_age11,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 11
est72018sex1_age11,Population Estimate (as of July 1) - 2018 - Male; Total - 11
est72018sex2_age11,Population Estimate (as of July 1) - 2018 - Female; Total - 11
cen42010sex0_age12,"April 1, 2010 - Census - Both Sexes; Total - 12"
cen42010sex1_age12,"April 1, 2010 - Census - Male; Total - 12"
cen42010sex2_age12,"April 1, 2010 - Census - Female; Total - 12"
est42010sex0_age12,"April 1, 2010 - Estimates Base - Both Sexes; Total - 12"
est42010sex1_age12,"April 1, 2010 - Estimates Base - Male; Total - 12"
est42010sex2_age12,"April 1, 2010 - Estimates Base - Female; Total - 12"
est72010sex0_age12,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 12
est72010sex1_age12,Population Estimate (as of July 1) - 2010 - Male; Total - 12
est72010sex2_age12,Population Estimate (as of July 1) - 2010 - Female; Total - 12
est72011sex0_age12,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 12
est72011sex1_age12,Population Estimate (as of July 1) - 2011 - Male; Total - 12
est72011sex2_age12,Population Estimate (as of July 1) - 2011 - Female; Total - 12
est72012sex0_age12,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 12
est72012sex1_age12,Population Estimate (as of July 1) - 2012 - Male; Total - 12
est72012sex2_age12,Population Estimate (as of July 1) - 2012 - Female; Total - 12
est72013sex0_age12,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 12
est72013sex1_age12,Population Estimate (as of July 1) - 2013 - Male; Total - 12
est72013sex2_age12,Population Estimate (as of July 1) - 2013 - Female; Total - 12
est72014sex0_age12,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 12
est72014sex1_age12,Population Estimate (as of July 1) - 2014 - Male; Total - 12
est72014sex2_age12,Population Estimate (as of July 1) - 2014 - Female; Total - 12
est72015sex0_age12,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 12
est72015sex1_age12,Population Estimate (as of July 1) - 2015 - Male; Total - 12
est72015sex2_age12,Population Estimate (as of July 1) - 2015 - Female; Total - 12
est72016sex0_age12,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 12
est72016sex1_age12,Population Estimate (as of July 1) - 2016 - Male; Total - 12
est72016sex2_age12,Population Estimate (as of July 1) - 2016 - Female; Total - 12
est72017sex0_age12,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 12
est72017sex1_age12,Population Estimate (as of July 1) - 2017 - Male; Total - 12
est72017sex2_age12,Population Estimate (as of July 1) - 2017 - Female; Total - 12
est72018sex0_age12,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 12
est72018sex1_age12,Population Estimate (as of July 1) - 2018 - Male; Total - 12
est72018sex2_age12,Population Estimate (as of July 1) - 2018 - Female; Total - 12
cen42010sex0_age13,"April 1, 2010 - Census - Both Sexes; Total - 13"
cen42010sex1_age13,"April 1, 2010 - Census - Male; Total - 13"
cen42010sex2_age13,"April 1, 2010 - Census - Female; Total - 13"
est42010sex0_age13,"April 1, 2010 - Estimates Base - Both Sexes; Total - 13"
est42010sex1_age13,"April 1, 2010 - Estimates Base - Male; Total - 13"
est42010sex2_age13,"April 1, 2010 - Estimates Base - Female; Total - 13"
est72010sex0_age13,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 13
est72010sex1_age13,Population Estimate (as of July 1) - 2010 - Male; Total - 13
est72010sex2_age13,Population Estimate (as of July 1) - 2010 - Female; Total - 13
est72011sex0_age13,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 13
est72011sex1_age13,Population Estimate (as of July 1) - 2011 - Male; Total - 13
est72011sex2_age13,Population Estimate (as of July 1) - 2011 - Female; Total - 13
est72012sex0_age13,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 13
est72012sex1_age13,Population Estimate (as of July 1) - 2012 - Male; Total - 13
est72012sex2_age13,Population Estimate (as of July 1) - 2012 - Female; Total - 13
est72013sex0_age13,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 13
est72013sex1_age13,Population Estimate (as of July 1) - 2013 - Male; Total - 13
est72013sex2_age13,Population Estimate (as of July 1) - 2013 - Female; Total - 13
est72014sex0_age13,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 13
est72014sex1_age13,Population Estimate (as of July 1) - 2014 - Male; Total - 13
est72014sex2_age13,Population Estimate (as of July 1) - 2014 - Female; Total - 13
est72015sex0_age13,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 13
est72015sex1_age13,Population Estimate (as of July 1) - 2015 - Male; Total - 13
est72015sex2_age13,Population Estimate (as of July 1) - 2015 - Female; Total - 13
est72016sex0_age13,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 13
est72016sex1_age13,Population Estimate (as of July 1) - 2016 - Male; Total - 13
est72016sex2_age13,Population Estimate (as of July 1) - 2016 - Female; Total - 13
est72017sex0_age13,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 13
est72017sex1_age13,Population Estimate (as of July 1) - 2017 - Male; Total - 13
est72017sex2_age13,Population Estimate (as of July 1) - 2017 - Female; Total - 13
est72018sex0_age13,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 13
est72018sex1_age13,Population Estimate (as of July 1) - 2018 - Male; Total - 13
est72018sex2_age13,Population Estimate (as of July 1) - 2018 - Female; Total - 13
cen42010sex0_age14,"April 1, 2010 - Census - Both Sexes; Total - 14"
cen42010sex1_age14,"April 1, 2010 - Census - Male; Total - 14"
cen42010sex2_age14,"April 1, 2010 - Census - Female; Total - 14"
est42010sex0_age14,"April 1, 2010 - Estimates Base - Both Sexes; Total - 14"
est42010sex1_age14,"April 1, 2010 - Estimates Base - Male; Total - 14"
est42010sex2_age14,"April 1, 2010 - Estimates Base - Female; Total - 14"
est72010sex0_age14,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 14
est72010sex1_age14,Population Estimate (as of July 1) - 2010 - Male; Total - 14
est72010sex2_age14,Population Estimate (as of July 1) - 2010 - Female; Total - 14
est72011sex0_age14,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 14
est72011sex1_age14,Population Estimate (as of July 1) - 2011 - Male; Total - 14
est72011sex2_age14,Population Estimate (as of July 1) - 2011 - Female; Total - 14
est72012sex0_age14,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 14
est72012sex1_age14,Population Estimate (as of July 1) - 2012 - Male; Total - 14
est72012sex2_age14,Population Estimate (as of July 1) - 2012 - Female; Total - 14
est72013sex0_age14,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 14
est72013sex1_age14,Population Estimate (as of July 1) - 2013 - Male; Total - 14
est72013sex2_age14,Population Estimate (as of July 1) - 2013 - Female; Total - 14
est72014sex0_age14,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 14
est72014sex1_age14,Population Estimate (as of July 1) - 2014 - Male; Total - 14
est72014sex2_age14,Population Estimate (as of July 1) - 2014 - Female; Total - 14
est72015sex0_age14,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 14
est72015sex1_age14,Population Estimate (as of July 1) - 2015 - Male; Total - 14
est72015sex2_age14,Population Estimate (as of July 1) - 2015 - Female; Total - 14
est72016sex0_age14,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 14
est72016sex1_age14,Population Estimate (as of July 1) - 2016 - Male; Total - 14
est72016sex2_age14,Population Estimate (as of July 1) - 2016 - Female; Total - 14
est72017sex0_age14,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 14
est72017sex1_age14,Population Estimate (as of July 1) - 2017 - Male; Total - 14
est72017sex2_age14,Population Estimate (as of July 1) - 2017 - Female; Total - 14
est72018sex0_age14,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 14
est72018sex1_age14,Population Estimate (as of July 1) - 2018 - Male; Total - 14
est72018sex2_age14,Population Estimate (as of July 1) - 2018 - Female; Total - 14
cen42010sex0_age15,"April 1, 2010 - Census - Both Sexes; Total - 15"
cen42010sex1_age15,"April 1, 2010 - Census - Male; Total - 15"
cen42010sex2_age15,"April 1, 2010 - Census - Female; Total - 15"
est42010sex0_age15,"April 1, 2010 - Estimates Base - Both Sexes; Total - 15"
est42010sex1_age15,"April 1, 2010 - Estimates Base - Male; Total - 15"
est42010sex2_age15,"April 1, 2010 - Estimates Base - Female; Total - 15"
est72010sex0_age15,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 15
est72010sex1_age15,Population Estimate (as of July 1) - 2010 - Male; Total - 15
est72010sex2_age15,Population Estimate (as of July 1) - 2010 - Female; Total - 15
est72011sex0_age15,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 15
est72011sex1_age15,Population Estimate (as of July 1) - 2011 - Male; Total - 15
est72011sex2_age15,Population Estimate (as of July 1) - 2011 - Female; Total - 15
est72012sex0_age15,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 15
est72012sex1_age15,Population Estimate (as of July 1) - 2012 - Male; Total - 15
est72012sex2_age15,Population Estimate (as of July 1) - 2012 - Female; Total - 15
est72013sex0_age15,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 15
est72013sex1_age15,Population Estimate (as of July 1) - 2013 - Male; Total - 15
est72013sex2_age15,Population Estimate (as of July 1) - 2013 - Female; Total - 15
est72014sex0_age15,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 15
est72014sex1_age15,Population Estimate (as of July 1) - 2014 - Male; Total - 15
est72014sex2_age15,Population Estimate (as of July 1) - 2014 - Female; Total - 15
est72015sex0_age15,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 15
est72015sex1_age15,Population Estimate (as of July 1) - 2015 - Male; Total - 15
est72015sex2_age15,Population Estimate (as of July 1) - 2015 - Female; Total - 15
est72016sex0_age15,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 15
est72016sex1_age15,Population Estimate (as of July 1) - 2016 - Male; Total - 15
est72016sex2_age15,Population Estimate (as of July 1) - 2016 - Female; Total - 15
est72017sex0_age15,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 15
est72017sex1_age15,Population Estimate (as of July 1) - 2017 - Male; Total - 15
est72017sex2_age15,Population Estimate (as of July 1) - 2017 - Female; Total - 15
est72018sex0_age15,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 15
est72018sex1_age15,Population Estimate (as of July 1) - 2018 - Male; Total - 15
est72018sex2_age15,Population Estimate (as of July 1) - 2018 - Female; Total - 15
cen42010sex0_age16,"April 1, 2010 - Census - Both Sexes; Total - 16"
cen42010sex1_age16,"April 1, 2010 - Census - Male; Total - 16"
cen42010sex2_age16,"April 1, 2010 - Census - Female; Total - 16"
